rang,domaine,tier,categorie,acquisition,cout_an1,score,statut_21_08_2026,notes
913,rentlocums.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,57.0,disponible (RDAP registre),
914,verifytitles.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,56.0,disponible (RDAP registre),
915,routedeeds.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,56.0,disponible (RDAP registre),
916,charterdeeds.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,56.0,disponible (RDAP registre),
917,settletitles.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,56.0,disponible (RDAP registre),
918,surveytitles.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,56.0,disponible (RDAP registre),
919,metertitles.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,56.0,disponible (RDAP registre),
920,hiresilos.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,54.0,disponible (RDAP registre),
921,trackrigs.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,54.0,disponible (RDAP registre),
922,stakerigs.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,54.0,disponible (RDAP registre),
923,auditpanels.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,53.0,disponible (RDAP registre),
924,auditpermits.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,53.0,disponible (RDAP registre),
925,auditbonds.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,53.0,disponible (RDAP registre),
926,audithoists.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,53.0,disponible (RDAP registre),
927,reclaimtugs.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,53.0,disponible (RDAP registre),
928,permitrigs.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
929,chartersilos.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
930,metermeters.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
931,leasehoists.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
932,recoverwells.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
933,leaserosters.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
934,permitrobots.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
935,trackhoists.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
936,insurebarges.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
937,settlesilos.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
938,stakehoists.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
939,inspectloads.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
940,routecranes.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
941,rentsureties.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
942,insurepanels.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
943,routesilos.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
944,surveycrews.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
945,certifysilos.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
946,escortbonds.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
947,hirepallets.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
948,clearmeters.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
949,verifyrigs.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
950,bondrosters.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
951,trackrosters.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
952,settlecrews.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
953,settlefleets.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
954,charterbonds.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
955,hireparcels.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
956,licenserigs.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
957,permitwells.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
958,meterhoists.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
959,escortbarges.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,44.0,disponible (RDAP registre),
960,invoicehumanoids.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
961,insurechargers.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
962,invoicevariances.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
963,invoicerosters.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
964,leasechargers.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
965,routechargers.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
966,invoicefleets.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
967,invoicepanels.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,38.0,disponible (RDAP registre),
968,reclaimlocums.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,37.0,disponible (RDAP registre),
969,retrofitlocums.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,37.0,disponible (RDAP registre),
970,winterizelocums.com,T8a,Verbe + objet — l'action,Enregistrement direct (vérifié disponible 21/08/2026),11 $,37.0,disponible (RDAP registre),
971,gubudi.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
972,mezuge.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
973,fefezu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
974,ditovi.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
975,bupob.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
976,rafiri.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
977,besivu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
978,vumebu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
979,zusad.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
980,zegudo.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
981,senimi.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
982,fedelu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
983,vigese.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
984,vutuvi.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
985,nalose.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
986,tecubu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
987,tubodu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
988,duzeba.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
989,diduzu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
990,sepuni.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
991,zabigu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
992,deziso.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
993,fivicu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
994,fimub.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
995,vidagu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
996,sivupu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
997,secize.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
998,ticucu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
999,gosasu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
1000,demecu.com,T8b,Brandables 6 lettres,Enregistrement direct (vérifié disponible 21/08/2026),11 $,41.0,disponible (RDAP registre),
